Year,Month,State,Gross Statutory Allocation,Deduction,Exchange Gain,EMTL,Net Share of Ecology,VAT,Total Allocation
2024,,ABIA,1384459546,0,2490534204,118868403.4,58124906.25,58124906.25,3558432676
2024,,AKWA IBOM,2325965007,0,4184228729,162866602.3,97652906.04,97652906.04,6059535606
2024,,BAYELSA,811266991.7,0,1459405728,53390909.87,34060090.79,34060090.79,2018667386
2024,,BENUE,2168807519,0,3901514726,135882536.2,91054833.67,91054833.67,4930996717
2024,,CROSS RIVER,1517984826,0,2730735717,106711354.7,63730808.15,63730808.15,3735094102
2024,,DELTA,1945079843,0,3499046173,175241900.3,81661890.24,81661890.24,5334217802
2024,,EDO,1488249348,0,2677243921,134651012.1,62482399.04,62482399.04,4026901548
2024,,IMO,2026528201,0,3645565385,160644301.6,85081403.79,85081403.79,5357130463
2024,,KEBBI,1831550397,0,3294815600,114789742.6,76895489.96,76895489.96,4240261498
2024,,KOGI,1893041494,0,3405433263,119291382.7,79477121.36,79477121.36,4330071361
2024,,KWARA,1339525144,0,2409700736,95039528.56,56238388.19,56238388.19,3386480328
2024,,NIGER,2212014409,0,3979240534,143779950.6,92868824.14,92868824.14,5138329135
2024,,ONDO,1507130961,0,2711210463,120550265,63275121.36,63275121.36,3977431553
2024,,PLATEAU,1614259032,0,2903925467,110992277,67772767.48,67772767.48,3765106617
2024,,RIVERS,2000963560,0,3599576601,185094410.8,84008102.41,84008102.41,12240706105
2023,,ABIA,1156086450,0,86262280.81,1230516145,35799038.93,35799038.93,1643704642
2023,,AKWA IBOM,1942286169,0,123457497.2,2067331979,60144272.22,60144272.22,2895390447
2023,,BAYELSA,677444696.2,0,40495718.08,721059083.1,20977556.69,20977556.69,1180096386
2023,,BENUE,1811052546,0,103711233.1,1927649438,56080529.76,56080529.76,2305003095
2023,,CROSS RIVER,1267586109,0,80329640.37,1349194234,39251705.14,39251705.14,1723479973
2023,,DELTA,1624229799,0,136442950.2,1728798906,50295430.58,50295430.58,2602943630
2023,,EDO,1242755637,0,106802346.7,1322765158,38482811.92,38482811.92,1951483918
2023,,IMO,1692242869,0,120928698.1,1801190707,52401503.63,52401503.63,2484889180
2023,,KEBBI,1529427568,0,86915550.55,1627893238,47359812.1,47359812.1,1964151535
2023,,KOGI,1580775420,0,91301865.77,1682546903,48949834.84,48949834.84,1986439997
2023,,KWARA,1118564188,0,75064548.97,1190578172,34637135.4,34637135.4,1514678346
2023,,NIGER,1847132256,0,109762667.9,1966051987,57197763.66,57197763.66,2422844838
2023,,ONDO,1258522640,0,90514368.51,1339547251,38971048.36,38971048.36,1889511425
2023,,PLATEAU,1347979433,0,82562039.22,1434763339,41741141.58,41741141.58,1747375448
2023,,RIVERS,1670895235,0,138584981.5,1778468697,51740458.99,51740458.99,5636966281
2023,,ABIA,1162897604,0,735392556.1,249074029.5,64420925.67,32210462.84,32210462.84
2023,,AKWA IBOM,1953729266,0,1235498254,418457497.2,108230550.5,54115275.25,54115275.25
2023,,BAYELSA,681435902.6,0,430926066.7,145952649.3,37749438.56,18874719.28,18874719.28
2023,,BENUE,1821722471,0,1152019869,390183757.5,100917782.9,50458891.47,50458891.47
2023,,CROSS RIVER,1275054169,0,806318064.4,273096168.4,70634052.07,35317026.03,35317026.03
2023,,DELTA,1633799047,0,1033180956,349933571.8,90507407.25,45253703.63,45253703.63
2023,,EDO,1250077407,0,790523273.1,267746546.2,69250416.8,34625208.4,34625208.4
2023,,IMO,1702212820,0,1076444420,364586705.4,94297318.36,47148659.18,47148659.18
2023,,KEBBI,1538438283,0,972876767.7,329508824.5,85224716.27,42612358.13,42612358.13
2023,,KOGI,1590088654,0,1005539401,340571506.1,88085986.85,44042993.42,44042993.42
2023,,KWARA,1125154277,0,711524451.5,240990013.7,62330062.26,31165031.13,31165031.13
2023,,NIGER,1858014748,0,1174970359,397956981.4,102928262.6,51464131.32,51464131.32
2023,,ONDO,1265937302,0,800552744.7,271143481.5,70129005.84,35064502.92,35064502.92
2023,,PLATEAU,1355921136,0,857456672.7,290416576.5,75113831.54,37556915.77,37556915.77
2023,,RIVERS,1680739416,0,1062865081,359987446.4,93107758.28,46553879.14,46553879.14
2024,,ABIA,461343504.6,0,2175775434,49287421.12,80592190.78,40296095.39,40296095.39
2024,,AKWA IBOM,775081403.3,0,3655417405,82805465.22,135399128.2,67699564.11,67699564.11
2024,,BAYELSA,270338529,0,1274963068,28881492.4,47225492.68,23612746.34,23612746.34
2024,,BENUE,722711807.8,0,3408433372,77210583.57,126250672.9,63125336.45,63125336.45
2024,,CROSS RIVER,505838138.5,0,2385619791,54040984.87,88364967.45,44182483.72,44182483.72
2024,,DELTA,648159026.2,0,3056829612,69245771.44,113227032.3,56613516.15,56613516.15
2024,,EDO,495929383.9,0,2338888398,52982387.62,86634005.08,43317002.54,43317002.54
2024,,GOMBE,345253190.8,0,1628273517,36884965.83,60312350.21,60312350.21,0
2024,,IMO,675300065.5,0,3184831429,72145371.89,117968306,58984152.99,58984152.99
2024,,KADUNA,797862034.3,0,3762854785,85239223.45,139378681.3,139378681.3,0
2024,,KEBBI,610327605.1,0,2878410114,65204068.96,106618253.6,53309126.82,53309126.82
2024,,KOGI,630818285.4,0,2975047692,67393181.38,110197774.8,55098887.38,55098887.38
2024,,KWARA,446370012,0,2105157863,47687734.92,77976468.3,38988234.15,38988234.15
2024,,NASSARAWA,398238984.5,0,1878163647,42545678.73,69568449.31,69568449.31,0
2024,,NIGER,737109641.3,0,3476336035,78748769.49,128765833.4,64382916.68,64382916.68
2024,,ONDO,502221304.5,0,2368562179,53654582.07,87733141.97,43866570.99,43866570.99
2024,,PLATEAU,537919595.6,0,2536921469,57468392.58,93969283.72,46984641.86,46984641.86
2024,,RIVERS,666781159.4,0,3144654800,71235258.47,116480136.5,58240068.27,58240068.27
2024,,TARABA,503330342.7,0,2373792594,53773065.65,87926880.08,87926880.08,0
2023,February,ANAMBRA,1876194132,0,526448257.3,78967238.59,74448288.84,0,74448288.84
2023,February,EKITI,1262801373,0,354334112.2,53150116.84,50108568.07,0,50108568.07
2023,February,ENUGU,1615826665,0,453390785.9,68008617.89,64116782.08,0,64116782.08
2023,February,JIGAWA,2275132206,0,638387768.4,95758165.26,90278344.2,0,90278344.2
2023,February,KADUNA,2558601598,0,717927494.6,107689124.2,101526546.5,0,101526546.5
2023,February,KATSINA,3101234808,0,870186955.7,130528043.3,123058494.2,0,123058494.2
2023,February,LAGOS,2438434213,0,684209282.9,102631392.4,96758246.64,0,96758246.64
2023,February,TARABA,1614090863,0,452903730.6,67935559.59,64047904.59,0,64047904.59
2023,February,FCT-ABUJA,647634064.1,0,181722039.6,27258305.94,25698432.28,0,25698432.28
2024,July,ADAMAWA,486558028.3,0,2231583934,1047237134,112961372.9,0,112961372.9
2024,July,ANAMBRA,489187439.5,0,2243643651,1052896515,113571828.1,0,113571828.1
2024,July,BAUCHI,555324547.9,0,2546979532,1195245899,128926499.4,0,128926499.4
2024,July,BORNO,656065965.8,0,3009027051,1412075440,152315053.7,0,152315053.7
2024,July,EKITI,329255144.7,0,1510118934,708668224.5,76441269.1,0,76441269.1
2024,July,ENUGU,421300810.8,0,1932283646,906781571.8,97810980.86,0,97810980.86
2024,July,JIGAWA,593204125.1,0,2720713087,1276775537,137720782.5,0,137720782.5
2024,July,KANO,1062102996,0,4871303823,2286004204,246582330.7,0,246582330.7
2024,July,KATSINA,808597089.7,0,3708606517,1740373911,187727325.5,0,187727325.5
2024,July,LAGOS,635782496.3,0,2915997521,1368418566,147605957.5,0,147605957.5
2024,July,OGUN,439678659.2,0,2016573101,946336905.7,102077660,0,102077660
2024,July,OSUN,568793518.2,0,2608754564,1224235670,132053512.6,0,132053512.6
2024,July,OYO,717488643.5,0,3290740337,1544277778,166575202.7,0,166575202.7
2024,July,SOKOTO,561502801.5,0,2575315909,1208543586,130360868.9,0,130360868.9
2024,July,YOBE,423126011.4,0,1940654874,910710019.7,98234727.17,0,98234727.17
2024,July,ZAMFARA,382322636.5,0,1753511408,822887382.1,88761642.8,0,88761642.8
2024,July,FCT-ABUJA,168860164.4,0,774472124.7,363444079.2,39203291.05,0,39203291.05
2023,June,ANAMBRA,2615110509,0,670682959.6,162015391.6,98665747.42,0,98665747.42
2023,June,BAUCHI,2968667925,0,761357879,123164935.4,112005148,0,112005148
2023,June,BORNO,3507213928,0,899475800.3,143679977.2,132324000.3,0,132324000.3
2023,June,EKITI,1760140427,0,451413501.4,87056092.49,66408501.76,0,66408501.76
2023,June,ENUGU,2252200463,0,577609423.1,115354652.8,84973480.58,0,84973480.58
2023,June,JIGAWA,3171165520,0,813291319.7,139558560.8,119645198.6,0,119645198.6
2023,June,KADUNA,3566275906,0,914623099.6,168046243.4,134552355.1,0,134552355.1
2023,June,KATSINA,4322618644,0,1108598148,184284393.4,163088480.6,0,163088480.6
2023,June,LAGOS,3398782048,0,871666874.2,449429328.1,128232963.8,0,128232963.8
2023,June,TARABA,2249781035,0,576988925.8,82879111.45,84882197.77,0,84882197.77
2023,June,YOBE,2261957666,0,580111799.1,86278368.7,85341611.01,0,85341611.01
2023,June,ZAMFARA,2043829959,0,524169789.9,85417212.93,77111850.47,0,77111850.47
2023,June,FCT-ABUJA,902696910.7,0,231509694.8,96570188.75,34057935.64,0,34057935.64
2024,June,GOMBE,359785576.1,0,1374142070,70047311.22,52017829.38,0,2149555045
2024,June,KADUNA,831445615.4,0,3175570326,176226102.9,120210478.2,0,4817460162
2024,June,NASSARAWA,415001646,0,1585030804,77546205.64,60000973.5,0,2188011883
2024,June,TARABA,524516506,0,2003304872,87278226.08,75834641.33,0,2677922666
2022,November,ANAMBRA,2064378996,0,368513780.1,157934477.2,78536284.92,0,78536284.92
2022,November,BAUCHI,2343478676,0,418336064.7,179286884.9,89154224.73,0,89154224.73
2022,November,BORNO,2768609107,0,494226403.8,211811315.9,105327691.3,0,105327691.3
2022,November,EKITI,1389462096,0,248033878.6,106300233.7,52860056.83,0,52860056.83
2022,November,ENUGU,1777896313,0,317373550.1,136017235.8,67637469.49,0,67637469.49
2022,November,JIGAWA,2503331111,0,446871437.9,191516330.5,95235577.24,0,95235577.24
2022,November,KADUNA,2815232874,0,502549246.2,215378248.4,107101424.5,0,107101424.5
2022,November,KATSINA,3412292945,0,609130869,261056086.7,129815703.1,0,129815703.1
2022,November,LAGOS,2683012534,0,478946498,205262784.9,102071294.7,0,102071294.7
2022,November,TARABA,1775986407,0,317032611.4,135871119.2,67564809.91,0,67564809.91
2022,November,YOBE,1785598689,0,318748506.9,136606503,67930495.16,0,67930495.16
2022,November,ZAMFARA,1613407780,0,288010583.7,123433107.3,61379743.4,0,61379743.4
2022,November,FCT-ABUJA,712592655.7,0,127205427.7,54516611.89,27109547.2,0,27109547.2
2023,,ADAMAWA,1893393388,0,173396196.6,1404250181,104131193,0,104131193
2023,,ANAMBRA,1903625486,0,174333248,1411838898,104693929,0,104693929
2023,,BAUCHI,2160991631,0,197902734.8,1602716534,118848327,0,118848327
2023,,BORNO,2553017090,0,233804267,1893465316,140408600.2,0,140408600.2
2023,,EKITI,1281264469,0,117337679.1,950259926.7,70465862.24,0,70465862.24
2023,,ENUGU,1639451254,0,150140279.2,1215911988,90165105.64,0,90165105.64
2023,,GOMBE,1123353144,0,102876224.2,833143743.7,61781193.35,0,61781193.35
2023,,JIGAWA,2308396332,0,211401997.5,1712040397,126955161.8,0,126955161.8
2023,,KADUNA,2596010258,0,237741563.8,1925351539,142773100.8,0,142773100.8
2023,,KATSINA,3146577168,0,288162257.6,2333683843,173052698.1,0,173052698.1
2023,,LAGOS,2474085935,0,226575783.9,1834925401,136067613.6,0,136067613.6
2023,,NASSARAWA,1295753456,0,118664574.7,961005798.9,71262714.9,0,71262714.9
2023,,OGUN,1710966868,0,156689650.1,1268952110,94098258.85,0,94098258.85
2023,,OSUN,2213404823,0,202702713.6,1641589192,121730901.9,0,121730901.9
2023,,OYO,2792037484,0,255693657.5,2070736682,153554034.7,0,153554034.7
2023,,SOKOTO,2185033705,0,200104498.3,1620547529,120170572,0,120170572
2023,,TARABA,1637690072,0,149978990.9,1214605794,90068245.73,0,90068245.73
2023,,YOBE,1646553845,0,150790731.6,1221179681,90555727.73,0,90555727.73
2023,,ZAMFARA,1487771468,0,136249506.1,1103417476,81823153.48,0,81823153.48
2023,,FCT-ABUJA,657102956,0,60177221.52,487345604.3,36138773.46,0,36138773.46
2024,,GOMBE,1036080645,0,1863827868,70905608.09,86997255.39,0,2592645688
2024,,KADUNA,2394328085,0,4307208548,176007208.4,201046099,0,5928108940
2024,,NASSARAWA,1195087301,0,2149868379,76978012.65,100348670.4,0,2671023696
2024,,TARABA,1510459107,0,2717197537,86878642.14,126829699.3,0,3236376755
2023,,ADAMAWA,1466828424,0,927592163.5,314171140.2,81257751.83,0,81257751.83
2023,,ANAMBRA,1474755320,0,932604969.9,315868954.4,81696877.33,0,81696877.33
2023,,BAUCHI,1674139124,0,1058691192,358573769.7,92742122.57,0,92742122.57
2023,,BORNO,1977844677,0,1250748345,423622631.9,109566469.6,0,109566469.6
2023,,EKITI,992606794.6,0,627704146.6,212600467.3,54987342.26,0,54987342.26
2023,,ENUGU,1270097231,0,803183398.2,272034471.5,70359453.01,0,70359453.01
2023,,GOMBE,870271509.5,0,550341825.4,186398209.9,48210346.34,0,48210346.34
2023,,JIGAWA,1788334836,0,1130906214,383032661.1,99068211.34,0,99068211.34
2023,,KADUNA,2011151861,0,1271811123,430756496.7,111411584.4,0,111411584.4
2023,,KATSINA,2437680864,0,1541539303,522112173.4,135039970.2,0,135039970.2
2023,,LAGOS,1916696021,0,1212079191,410525569.8,106179023.5,0,106179023.5
2023,,NASSARAWA,1003831540,0,634802445.1,215004627.9,55609158.39,0,55609158.39
2023,,OGUN,1325501003,0,838219605.8,283901071.7,73428650.42,0,73428650.42
2023,,OSUN,1714744082,0,1084368933,367270701,94991511.5,0,94991511.5
2023,,OYO,2163015868,0,1367846802,463283333.3,119824380.1,0,119824380.1
2023,,SOKOTO,1692764730,0,1070469642,362563075.9,93773923.43,0,93773923.43
2023,,TARABA,1268732828,0,802320578,271742238.4,70283869.33,0,70283869.33
2023,,YOBE,1275599670,0,806663027.9,273213005.9,70664271.12,0,70664271.12
2023,,ZAMFARA,1152589573,0,728873969.6,246866214.6,63849892.73,0,63849892.73
2023,,FCT-ABUJA,509063409.4,0,321921242.9,109033223.8,28200536.28,0,28200536.28
2024,,ADAMAWA,581918617.5,0,2744428435,62169007.84,101655481.8,0,101655481.8
2024,,ANAMBRA,585063367.4,0,2759259617,62504975.75,102204838.8,0,102204838.8
2024,,BAUCHI,664162698.7,0,3132305689,70955516.43,116022717.1,0,116022717.1
2024,,BORNO,784648443.9,0,3700537216,83827555.59,137070396.5,0,137070396.5
2024,,EKITI,393785915.4,0,1857162206,42069937.15,68790541.76,0,68790541.76
2024,,ENUGU,503871627,0,2376345384,53830893.52,88021437.15,0,88021437.15
2024,,JIGAWA,709466300.5,0,3345965278,75795505.89,123936812.5,0,123936812.5
2024,,KANO,1270264740,0,5990787315,135708149.2,221902806.1,0,221902806.1
2024,,KATSINA,967074168.3,0,4560888355,103316924,168938383.4,0,168938383.4
2024,,LAGOS,760389613.9,0,3586128395,81235874.65,132832616.5,0,132832616.5
2024,,OGUN,525851353,0,2480005558,56179087.43,91861079.95,0,91861079.95
2024,,OSUN,680271454.7,0,3208277357,72676487.97,118836759,0,118836759
2024,,OYO,858109362.4,0,4046991562,91675719.04,149903299.3,0,149903299.3
2024,,SOKOTO,671551829.2,0,3167154101,71744930.79,117313525.8,0,117313525.8
2024,,YOBE,506054549,0,2386640421,54064104.98,88402772.24,0,88402772.24
2024,,ZAMFARA,457254113.8,0,2156489162,48850532.94,79877814.28,0,79877814.28
2024,,FCT-ABUJA,201955096.2,0,952455020.1,21575779.81,35279576.88,0,35279576.88
2023,April,ADAMAWA,2420928097,-29166666.69,115092870,72627842.9,72627842.9,1519225927,4098708070
2023,April,BENUE,3006663250,-139538498.5,132592924.1,90199897.49,45099948.74,1785577472,4830395096
2023,April,CROSS RIVER,2104414131,-38551266.18,101558730.6,63132423.94,31566211.97,1278919693,3477907500
2023,April,EBONYI,1556709950,-46795743,73780252.3,46701298.51,46701298.51,1020078960,2650474718
2023,April,GOMBE,1436340280,-53983557.43,68317439.08,43090208.4,43090208.4,892074644.5,2385839015
2023,April,KANO,5284621435,-512664445,289419401.2,158538643,158538643,3734514195,8954429229
2023,April,KOGI,2624363039,-187142998.8,117282266.1,78730891.16,39365445.58,1523067001,4116934752
2023,April,NASSARAWA,1656774535,-39238127.24,74803299.4,49703236.04,49703236.04,919226943.1,2661269886
2023,April,OGUN,2187674147,-115776950.4,146188146.2,65630224.41,65630224.41,1594174451,3877890018
2023,April,ONDO,2089367190,-47177126.82,114890360,62681015.71,31340507.86,1424926696,3613347627
2023,April,OSUN,2830100685,-82028645.1,154369666.3,84903020.56,84903020.56,1983618613,4970963340
2023,April,OYO,3569951198,-83688581.46,222090470.3,107098535.9,107098535.9,3177463432,6992915055
2023,April,SOKOTO,2793824846,-35989038.17,126401762,83814745.37,83814745.37,1639686053,4607738368
2022,December,a,b,c,d,e,g,h = f - g,i
2022,December,BENUE,3988420254,-139538498.5,41337022.78,99487390.3,60446359.15,60446359.15,1786822868
2022,December,CROSS RIVER,2791562356,-38551266.18,28932476.86,77305483.48,42307422.49,42307422.49,1284688064
2022,December,KOGI,3481288667,-187142998.8,36080979.38,87198979.39,52760544.7,52760544.7,1493235714
2022,December,ONDO,2771602181,-47177126.82,28725604.43,87406676.16,42004916.78,42004916.78,1429689064
2020,February,2,3,4,5,6,8,9,10(4+5+6+7+8+9)
2020,February,BENUE,23,3094232919,-139538498.5,6176374.637,109166522.1,822144197.3,3896596114
2020,February,CROSS RIVER,18,2165705615,-38551266.1,4322948.395,76407483.22,613313315.8,2824287948
2020,February,EBONYI,13,1602049440,-46782124.91,3197838.62,56521331.82,484079195.2,2101351354
2020,February,GOMBE,11,1478173978,-53983557.43,2950571.76,52150926.09,444791972.5,1926192829
2020,February,KOGI,21,2700798138,-367088189.8,5391042.482,95285890.65,707646001.5,3145886161
2020,February,NASSARAWA,13,1705028425,-39238127.24,3403394.184,60154496.48,430065432.4,2161846216
2020,February,OGUN,20,2251390595,-115776950.4,4493983.527,79430504.28,781614882.7,3004365115
2020,February,ONDO,18,2150220428,-47177126.82,4292038.533,75861155.91,658757522.5,2845021778
2020,February,OSUN,30,2912527935,-82028645.4,5813674.709,102755853.7,914708654.6,3857932830
2020,February,OYO,33,3673926742,-83688581.46,7333497.038,129618492,1365741453,5098173262
2020,February,SOKOTO,23,2875195554,-35989038.17,5739155.83,101438743.4,786819935.6,3737306445
2020,February,Total LGCs,,95162328818,-1049842106,189952795.9,3357388000,34098846573,1.31894E+11
2022,February,BENUE,1515276786,-139538498.5,650306262.5,30132539.19,32935733.82,32935733.82,1518092375
2022,February,CROSS RIVER,1060567685,-38551266.18,455160280.6,21090270.52,23052273.54,23052273.54,1126652821
2022,February,KOGI,1322607841,-187142998.8,567619176.9,26301156.98,28747922.63,28747922.63,1334945258
2022,February,ONDO,1052984434,-47177126.82,451905802.5,20939471.28,22887445.62,22887445.62,1220701438
2023,February,ADAMAWA,1866109479,-29166666.69,523618567,78542785.05,74048124.92,0,74048124.92
2023,February,BAUCHI,2129851615,0.0001,597622949.5,89643442.43,84513540.21,0,84513540.21
2023,February,BENUE,2317608192,-139538498.5,650306262.5,97545939.37,91963811.81,45981905.9,45981905.9
2023,February,BORNO,2516227965,0.0001,706037719.8,105905658,99845140.27,0,99845140.27
2023,February,CROSS RIVER,1622132918,-38551266.18,455160280.6,68274042.1,64367017.22,32183508.61,32183508.61
2023,February,DELTA,2078530685,0.0001,583222619.7,87483392.95,82477100.92,41238550.46,41238550.46
2023,February,EBONYI,1199949390,-43121109.23,336698241.7,50504736.26,47614571.06,0,47614571.06
2023,February,GOMBE,1107165560,-53983557.43,310663683.2,46599552.47,43932863.85,0,43932863.85
2023,February,KANO,4073513031,-512664445,1143002102,171450315.3,161638963.5,0,161638963.5
2023,February,KOGI,2022922014,-187142998.8,567619176.9,85142876.53,80270522.03,40135261.01,40135261.01
2023,February,NASSARAWA,1277081574,-39238127.24,358341046.5,53751156.98,50675213.31,0,50675213.31
2023,February,OGUN,1686311736,-115776950.4,473168452.8,70975267.92,66913663.71,0,66913663.71
2023,February,ONDO,1610534375,-47177126.82,451905802.5,67785870.37,63906781.42,31953390.71,31953390.71
2023,February,OSUN,2181509530,-82028645.1,612117835.1,91817675.26,86563351.21,0,86563351.21
2023,February,OYO,2751804061,-83688581.46,772138888.8,115820833.3,109192913.5,0,109192913.5
2023,February,SOKOTO,2153547242,-35989038.17,604271793.2,90640768.98,85453794.13,0,85453794.13
2023,February,YOBE,1622826908,0.0001,455355009.8,68303251.5,64394555.07,0,64394555.07
2023,February,ZAMFARA,1466332594,0.0002,411443691,61716553.65,58184785.17,0,58184785.17
2021,January,ABIA,17,1537682240,-113650837.5,14448324.12,964789118.2,2428926051,1
2021,January,ADAMAWA,21,1939565452,-140392211,18224487.2,1177704328,3027464941,2
2021,January,AKWA IBOM,31,2583387208,-207245644.8,24273946.03,1606070968,4049591937,3
2021,January,ANAMBRA,21,1950047070,-140392211,18322974.27,1364528138,3225043747,4
2021,January,BAUCHI,20,2213689314,-133706867.6,20800201.68,1309381761,3447101223,5
2021,January,BAYELSA,8,901052579.2,-53482747.04,8466443.44,506582423.5,1377653335,6
2021,January,BENUE,23,2408836584,-153762897.7,22633838.65,1346076773,3663977269,7
2021,January,BORNO,27,2615274659,-180504271.3,24573565.95,1547786515,4050767991,8
2021,January,CROSS RIVER,18,1685985202,-120336180.8,15841804,1045140847,2654763409,9
2021,January,DELTA,25,2160348229,-167133584.5,20298999.77,1531167426,3580727855,10
2021,January,EBONYI,13,1247183195,-99381295.89,11718745.64,837560878.3,2017891568,11
2021,January,EDO,18,1652958800,-120336180.8,15531482.31,1083181883,2658916654,12
2021,January,EKITI,16,1312509231,-106965494.1,12332560.19,904524032.5,2144300381,13
2021,January,ENUGU,17,1679430716,-113650837.5,15780216.93,1087092446,2696674911,14
2021,January,GOMBE,11,1150747099,-73538777.18,10812615.66,690750073.5,1797971959,15
2021,January,IMO,27,2250810745,-180504271.3,21149000.97,1524702356,3653714040,16
2021,January,JIGAWA,27,2364688609,-180504271.3,22219016.76,1554570847,3800430536,17
2021,January,KADUNA,23,2659316253,-153762897.7,24987388.27,1608874927,4183788055,18
2021,January,KANO,44,4233859394,-294155108.7,39782063.68,2984170736,7034301723,19
2021,January,KATSINA,34,3223309223,-227301674.9,30286762.23,1966978586,5047055862,20
2021,January,KEBBI,21,2034254107,-140392211,19114197.92,1162795404,3109714321,21
2021,January,KOGI,21,2102550625,-140392211,19755923.64,1161286246,3178282979,22
2021,January,KWARA,16,1487774799,-106965494.1,13979385.31,890683767.8,2310296927,23
2021,January,LAGOS,20,2534418699,-133706867.6,23813829.58,7179683210,9646497259,24
2021,January,NASSARAWA,13,1327351545,-86909463.94,12472021.1,706311095.3,1981372903,25
2021,January,NIGER,25,2456825322,-167133584.5,23084749,1408232211,3762002391,26
2021,January,OGUN,20,1752690302,-133706867.6,16468576.47,1271320021,2936016785,27
2021,January,ONDO,18,1673930104,-120336180.8,15728532.24,1087997948,2685250992,28
2021,January,OSUN,30,2267380648,-200560301.4,21304694.59,1518890058,3644847787,29
2021,January,OYO,33,2860123776,-220616331.5,26874209.94,2604945721,5319050360,30
2021,January,PLATEAU,17,1792914391,-113650837.5,16846528.87,1004885775,2730911775,31
2021,January,RIVERS,23,2222416782,-153762897.7,20882206.45,2098856726,4225475255,32
2021,January,SOKOTO,23,2238317676,-153762897.7,21031613.96,1316306894,3459241041,33
2021,January,TARABA,16,1677626586,-106965494.1,15763265.02,882554372.1,2496970997,34
2021,January,YOBE,17,1686706510,-113650837.5,15848581.53,936314505.3,2553362530,35
2021,January,ZAMFARA,14,1524052085,-93594807.32,14320252.86,908800931,2379008240,36
2021,January,"FCT, ABUJA",6,673126990.1,-40112060.28,6324815.8,2995493038,3646064336,37
2022,January,BENUE,3072346504,-139538498.5,30379505.16,93081780.27,46540890.14,1617391786,4627120187
2022,January,CROSS RIVER,2150386945,-38551266.18,21263126.15,65149502.13,32574751.07,1185751071,3351424627
2022,January,DELTA,2755412457,0.0003,27245646.56,83479743.11,41739871.56,1751683598,4576081573
2022,January,EBONYI,1590717675,-47146022.56,15729090.37,48193402.96,48193402.96,934151799.3,2541645945
2022,January,GOMBE,1467718421,-53983557.43,14512868.03,44466938.68,44466938.68,873013334.3,2345728005
2022,January,KANO,5400068728,-512664445,53396130.8,163603945.8,163603945.8,3519655767,8624060127
2022,January,KOGI,2681694602,-187142998.8,26516720.98,81246339.69,40623169.84,1438881439,4000572933
2022,January,NASSARAWA,1692968260,-39238127.24,16740148.91,51291252.26,51291252.26,863426788.4,2585188322
2022,January,OGUN,2235465850,-115776950.4,22104390.32,67727107.21,67727107.21,1445966414,3655486811
2022,January,ONDO,2135011290,-47177126.82,21111090.96,64683671.43,32341835.71,1305414161,3446701251
2022,January,OSUN,2891926772,-82028645.1,28595506.46,87615668.36,87615668.36,1772015207,4698124508
2022,January,OYO,3647939983,-83688581.46,36071000.25,110520329.5,110520329.5,2947630635,6658473366
2022,January,SOKOTO,2854858454,-35989038.17,28228973.2,86492622.83,86492622.83,1564265168,4497856180
2023,January,BENUE,4013244973,-139538498.5,142721984.6,222271143.7,62339504.36,62339504.36,1997769993
2023,January,CROSS RIVER,2808937594,-38551266.18,99893515.3,171528180.9,43632466.64,43632466.64,1472705512
2023,January,KOGI,3502956898,-187142998.8,124574742.9,194925390.9,54412974.62,54412974.62,1744761819
2023,January,ONDO,2788853183,-47177126.82,99179258.63,194799231.3,43320486.62,43320486.62,1672740336
2024,January,1,2,3,4,5,7,8 =6 - 7,9
2024,July,EBONYI,312867501.2,-3222535.262,1434957494,673396483.5,72636644.37,0,72636644.37
2022,June,ADAMAWA,1840779307,0.0001,730206349.9,55223379.2,55223379.2,1490274617,4116483653
2022,June,AKWA IBOM,2451809867,0.0002,1011064175,73554296.02,36777148.01,2063475997,5563127187
2022,June,ANAMBRA,1850727073,-0.0002,797708981,55521812.2,55521812.2,1628040411,4331998278
2022,June,BAUCHI,2100941464,0.0001,791584208.9,63028243.92,63028243.92,1615540394,4571094310
2022,June,BAYELSA,855160077.3,0.0001,367399755.8,25654802.32,12827401.16,749824389.4,1985211624
2022,June,BENUE,2286149473,-139538498.5,832440013.7,68584484.19,34292242.09,1698922809,4712266039
2022,June,BORNO,2482073223,0.0001,920404211.7,74462196.69,74462196.69,1878448516,5355388148
2022,June,CROSS RIVER,1600114432,-38551266.18,623420977.3,48003432.95,24001716.48,1272336865,3481322725
2022,June,EBONYI,1183661534,-42953344.31,479005960,35509846.01,35509846.01,977600953.2,2632824948
2022,June,GOMBE,1092137131,-53983557.43,425983858.2,32764113.92,32764113.92,869388401.4,2366289947
2022,June,IMO,2136172223,-0.0001,907377340.9,64085166.68,32042583.34,1851862038,4927454185
2022,June,JIGAWA,2244250047,-0.0002,945066083,67327501.42,67327501.42,1928780810,5185424442
2022,June,KANO,4018220035,-512664445,1821564790,120546601,120546601,3717622794,9165289775
2022,June,KATSINA,3059139308,-0.0001,1181685767,91774179.25,91774179.25,2411696781,6744296035
2022,June,KEBBI,1930645269,0.0001,709171145,57919358.07,28959679.03,1447343969,4116120062
2022,June,KOGI,1995463302,-187142998.8,716038253.4,59863899.07,29931949.54,1461359017,4015649524
2022,June,KWARA,1411999301,-0.0001,588714569.3,42359979.03,21179989.52,1201504725,3223398585
